anmerkung,anschrift,branche,bundesland,email_adresse,firmenname,gelbe_seiten_link,plz,telefonnummer
,Benzstr. 22,Abbrucharbeiten,Erbach,krausse@gebaeude-entkernung-ulm.de,Krausse Gebäudeentkernung,https://www.gelbeseiten.de/gsbiz/0985dff3-4f8c-4733-96b0-4c53731a97ca,89155 ,07305 92 80 90
,Äußere Abenberger Str. 131/133,"Abbrucharbeiten,Entsorgungsbetriebe,Erdbau",Roth-Rothaurach,info@reithelshoefer.de,Reithelshöfer GmbH,https://www.gelbeseiten.de/gsbiz/ad5f9f33-13cf-49de-acdd-1c1990bd204b,91154 ,09171 8 45-0
,Am Exerzierplatz 1,"Entrümpelungen,Abbrucharbeiten,Fassadenarbeiten",Mannheim-Neckarstadt,office@service-ums-haus.de,Peter Böll GmbH,https://www.gelbeseiten.de/gsbiz/92506fa9-752a-48e6-8d76-96ae49e1e966,68167 ,0621 30 98 27 90
,Bochumer Landstr. 304,Abbrucharbeiten,Essen-Freisenbruch,abbruch-baehr@t-online.de,Abbruch Bähr GmbH,https://www.gelbeseiten.de/gsbiz/f780d8fb-d2c6-4737-a255-9b6995f3ec0c,45279 ,0201 5 36 69 66
,Spitzhausstr. 26,"Abbrucharbeiten,Asbestsanierung und -entsorgung,Baumpflege",Dresden-Kaditz,alpin-loewinger@t-online.de,Alpin- u. Umwelt-Service Löwinger GmbH,https://www.gelbeseiten.de/gsbiz/23502868-41eb-41ed-b37c-90edc0412a49,01139 ,0351 2 64 04 39
,Kreuzstr. 81e,Abbrucharbeiten,Unterschleißheim-Lohhof,info@pohlan-erdbau.de,Pohlan Erdbau und Nahtransporte GmbH,https://www.gelbeseiten.de/gsbiz/1ceb39cb-baff-409a-8eec-78d6926bd7df,85716 ,089 91 47 07
,Am Mühlanger 11B,Abbrucharbeiten,Mering,schreiner@schreiner-abbruch.de,Schreiner Abbruch GmbH,https://www.gelbeseiten.de/gsbiz/4fe91a51-81c8-44d5-92cc-28a0eab240ef,86415 ,08233 74 41 85
,Marlene-Dietrich-Str. 15,Abbrucharbeiten,München-Maxvorstadt,info@hardi-abbruch.de,Hardi GmbH,https://www.gelbeseiten.de/gsbiz/b7dab4fd-09a0-463b-b97d-d1ca73663619,80636 ,089 54 88 87 82
,Fasaneriestr. 10,Abbrucharbeiten,München-Neuhausen,info@mtech.de,MTECH,https://www.gelbeseiten.de/gsbiz/a604ea7a-7578-464e-8c44-39279d176f78,80636 ,089 55 27 19-0
,Dorfanger 18,Abbrucharbeiten,Blankenhain-Meckfeld,info@shp-rohstoffrecycling.de,SHP Rohstoffrecycling GmbH,https://www.gelbeseiten.de/gsbiz/9c0734c8-42e0-4169-b5cb-9a0e58efaf0d,99444 ,036459 4 91-0
,Auf der Struth 1,Containerdienste,Amt Creuzburg OT Mihla,service@nowatzky.de,Nowatzky GmbH,https://www.gelbeseiten.de/gsbiz/fcfbcbf7-ae76-4d5d-8cdb-6177d9179537,99831 ,036924 4 21 78
,Benzstr. 2,"Abbrucharbeiten,Betonbohr- und -sägearbeiten",Lehrte,info@betondemontage.de,A & S Betondemontage GmbH,https://www.gelbeseiten.de/gsbiz/f4abebe1-f61b-4b29-9458-8f22fde13b73,31275 ,05132 8 72 70
,Postweg 29,"Abbrucharbeiten,Demontagen",Oberhausen-Sterkrade-Mitte,info@koenigabbruch.de,Abbruch König GmbH,https://www.gelbeseiten.de/gsbiz/49bc76e7-ca3a-416b-af9b-2124ee949255,46145 ,0208 38 58 44 23
,Oberaltenallee 20A,"Fassadensanierung,Abbeizarbeiten,Abbrucharbeiten",Hamburg-Uhlenhorst,info@buterfas.de,Buterfas & Buterfas GmbH & Co.,https://www.gelbeseiten.de/gsbiz/ede931d3-0e27-440f-ada4-6665fc73f6a3,22081 ,040 2 29 55 00
,Löwenzahnweg 10,Abbrucharbeiten,Berlin-Rudow,info@vasco-berlin.de,VASCO Berlin Services GmbH,https://www.gelbeseiten.de/gsbiz/5ddb2bc4-940e-4342-a528-57a9787ec091,12357 ,030 63 90 23 53
,Landwehrstr. 64A,"Entrümpelungen,Abbrucharbeiten,Wohnungsauflösungen",Solingen-Ohligs-Aufderhöhe,MichaelPeters2@gmx.de,"Peters, Daniel",https://www.gelbeseiten.de/gsbiz/8f326aa4-bffe-46af-99c7-a7573037fa65,42699 ,0212 27 34 54
,Heideweg 5,"Baggerarbeiten,Abbrucharbeiten,Pflasterbau",Amberg-Gailoh,fa.rubenbauer@online.de,Rubenbauer Gerhard,https://www.gelbeseiten.de/gsbiz/41e68617-1d8e-4657-bebf-a6e89de22777,92224 ,09621 8 88 12
,Luxemburger Str. 152,"Abbrucharbeiten,Schadstoffsanierungen",Köln,info@michelstau.de,Stau Michel,https://www.gelbeseiten.de/gsbiz/e30c1609-b80f-4c75-8b02-ac0c4559d84d,50937 ,0163 3 03 56 40
,Rudolf-Breitscheid-Str. 9,Winterdienste,Rüdersdorf-Vogelsdorf,info@botanikdesign.de,RLD Rüdersdorfer,https://www.gelbeseiten.de/gsbiz/cbaf09dc-49ac-48a6-a03d-23892cce3745,15562 ,033638 48 98 91
,Flodelingsweg 16,"Abbrucharbeiten,Schadstoffsanierungen",Bonn,info@michelstau.de,Stau Michel,https://www.gelbeseiten.de/gsbiz/74298f03-4424-466a-b454-375d39712517,53121 ,0228 92 96 01 68
,In der Breitwiese 1,"Erdbau,Abbrucharbeiten,Containerdienste",Östringen / Odenheim,info@gaa-industrieservice.de,GAA GmbH Industrieservice & Dienstleistungen,https://www.gelbeseiten.de/gsbiz/693a8a30-5cf9-4e61-8f8f-5402b1a89a72,76684 ,07259 5 38 35 05
,Delmenhorster Str. 1,"Abbrucharbeiten,Schrott",Köln,info@niesen-abbruch.de,Gebr. Niesen GmbH & Co. KG,https://www.gelbeseiten.de/gsbiz/0066a636-c4fd-45fe-8d9f-028fe7ecc0bf,50735 ,0221 54 43 46
,Hesemann Str. 9,Abbrucharbeiten,Neuss,info@abrissprofi-neuss.de,Abbruch Jukul GmbH ,https://www.gelbeseiten.de/gsbiz/6835a5dc-ed40-4b98-a67f-1f1156a69525,41460 ,02131 4 77 53 31
,Gewerbepark-Kirschallee 14,"Asbestsanierung und -entsorgung,Abbrucharbeiten,Schadstoffsanierungen",Lebus,info@baumstark-abriss.de,BAUMSTARK Abriss & Schadstoffsanierung GmbH,https://www.gelbeseiten.de/gsbiz/199a9440-093f-4c5f-a0c6-2a7791394785,15326 ,033604 44 90 44
,Joachimsthaler Str. 17,"Schadstoffsanierungen,Abbrucharbeiten",Berlin-Charlottenburg,info@baualarm.de,baualarm.de GmbH,https://www.gelbeseiten.de/gsbiz/98b6809c-54dc-44cc-9d28-c52ee07e834b,10719 ,030 78 71 97 17
,Poller Holzweg 12,"Containerdienste,Abbrucharbeiten,Container",Köln,gaby.porschen@t-online.de,Containerdienst Porschen,https://www.gelbeseiten.de/gsbiz/80eb5fcd-0bdd-4960-832b-fb1d0642cd2b,51105 ,0221 6 80 46 30
,Hechelstr. 46,Abbrucharbeiten,Berlin-Reinickendorf,ep@abbrucharbeiten.berlin,Alpina Abbrucharbeiten GmbH,https://www.gelbeseiten.de/gsbiz/5f3063ee-3b4f-4c01-ba82-aabac527a118,13403 ,030 45 08 42 33
,Wilhelm-von-Siemens-Str. 16 - 18,"Schadstoffsanierungen,Abbrucharbeiten",Berlin-Mariendorf,info@mks-abbruchberlin.de,MKS Abbruch Berlin GmbH,https://www.gelbeseiten.de/gsbiz/cce5c143-ffd8-44c9-a97a-faf4ed31ae95,12277 ,030 75 76 65 60
,Buchholzstr. 48,"Containerdienste,Abbrucharbeiten",Köln,info@containerloewe.de,Containerdienst Löwe Köln GmbH,https://www.gelbeseiten.de/gsbiz/6280c89c-61a2-4c18-9102-fe484ebf17c7,51061 ,0221 16 99 84 71
,Hasenpfad 3,Abbrucharbeiten,Marktbreit-Gnodstadt,info@pkabbruch.de,PK Abbruch GmbH,https://www.gelbeseiten.de/gsbiz/352e35cc-9766-4659-b8e2-758f31622556,97340 ,0170 9 60 62 53
,Houbirgstr. 6,"Abbrucharbeiten,Erdbau",Hersbruck,info@bub7711.de,"Siegfried Bub & Sohn, Containerdienst, Erdbau- und Containerdienst",https://www.gelbeseiten.de/gsbiz/0d7aca3b-bc4a-4ac6-83bb-f17022ec6258,91217 ,09151 77 11
,Lankwitzerstr. 9,"Erdbau,Abbrucharbeiten",Berlin-Mariendorf,info@vat-abbruch.de,VAT Viktor-Abbruch-Technik GmbH,https://www.gelbeseiten.de/gsbiz/f1b14de8-a518-4f60-87f1-543ec05c4d92,12107 ,030 63 41 30 40
,Moselstr. 5,"Sanierungsarbeiten,Abbrucharbeiten,Ausbaubetriebe",Leverkusen,fa.ademi@t-online.de,Ademi Bauunternehmen,https://www.gelbeseiten.de/gsbiz/44c7deec-0c78-4ad2-94f0-7aaa85c260d2,51371 ,0214 7 46 09
,Caspar-Theys-Str. 16,Abbrucharbeiten,Berlin-Schmargendorf,info@sava-abbruch.de,SAVA Abruch GmbH,https://www.gelbeseiten.de/gsbiz/cf01ebb6-9ff5-4989-9dad-9157f8293c1d,14193 ,030 89 73 39 30
