anmerkung,anschrift,branche,bundesland,email_adresse,firmenname,gelbe_seiten_link,plz,telefonnummer
,Verlängerte Freiimfelder Str. 9,"Zäune,Edelstahl und -verarbeitung,Geländer",Halle-Freiimfelde,friedenberger-metallservice@web.de,Friedenberger Metallservice Handwerksmeister Metallbau,https://www.gelbeseiten.de/gsbiz/c4d6a19e-23f8-4b8e-b4df-b112ccf4cf6c,06112 ,0345 6 84 49 44
,Adolf-Oesterheld-Str. 5,Edelstahl und -verarbeitung,Dettelbach,deutschmannstahl@arcor.de,DEUTSCHMANN GUNNAR,https://www.gelbeseiten.de/gsbiz/0c942338-87a7-4700-ae10-fd887dd11796,97337 ,09324 98 05 72
,Yale-Allee 20,"Edelstahl und -verarbeitung,Edelstahldesign,Metallbau",Wuppertal-Vohwinkel,info@fockner-edelstahl.de,Fockner,https://www.gelbeseiten.de/gsbiz/95854688-9773-4c26-ba58-c8f6c987c471,42329 ,0202 70 65 66
,Bauernwiesenweg 3,"Blechbe- und -verarbeitung,Feinmechanik",Ronnenberg,info@koerber-feinmechanik.de,Körber Feinmechanik GmbH,https://www.gelbeseiten.de/gsbiz/a3190fb4-e76b-4b03-a1ce-4d564acc5e6e,30952 ,05109 5 19 20
,Saalmannstr. 7-9,"Edelstahl und -verarbeitung,Rohrleitungsbau",Berlin-Reinickendorf,emrohgmbh@t-online.de,Emirhar Rohrleitungsbau GmbH,https://www.gelbeseiten.de/gsbiz/b0f65587-3289-4d1a-aad8-bfd84fc8f8ec,13403 ,030 49 99 78 00
,Wilhelm-Winkler-Str. 3a,"Werkzeugbau,CNC-Bearbeitung,Drehereien",Leipzig-Böhlitz-Ehrenberg,info@aischmann.de,Aischmann,https://www.gelbeseiten.de/gsbiz/48d588fd-59f1-4992-8556-918d333b7246,04178 ,0341 4 41 86 84
,Industriestr. 17,Metallbe- und -verarbeitung,Backnang,carlo.noe@paulinenpflege.de,Paulinenpflege Winnenden,https://www.gelbeseiten.de/gsbiz/cb611cda-0916-4d07-9554-139f08b80666,71522 ,07191 1 83-1 10
,Handwerkstr. 4/1,Metallbau,Waiblingen-Hohenacker,mail@eberle-peck.de,Eberle & Peck,https://www.gelbeseiten.de/gsbiz/9bfb04ac-97b4-41c9-b5e7-c5bf1e023b4a,71336 ,07151 3 41 31
,Silbersteinstr. 14,Kunststoffbe- und -verarbeitung,Schweinfurt-Süd,kontakt@ros-kt.de,Kunststofftechnik Ros GmbH & Co. KG,https://www.gelbeseiten.de/gsbiz/c3612415-641a-4126-b624-1f8ba2392871,97424 ,09721 7 71 60
,Im Anwänder 19,"Schlossereien,Edelstahl und -verarbeitung,Metallbau",Auenwald-Mittelbrüden,info@sjh-haupt.de,Schlosserei Haupt GmbH,https://www.gelbeseiten.de/gsbiz/42a9065c-df34-4596-b437-b28392cdacbb,71549 ,07191 8 40 77
,Römerstr. 19,Blechbe- und -verarbeitung,Kissing,thalhofer-blechbearbeitung@t-online.de,Thalhofer,https://www.gelbeseiten.de/gsbiz/acd6788d-4a44-4d75-8314-13909b46cf62,86438 ,08233 7 44 25 66
,Funckstr. 88,"Edelstahl und -verarbeitung,Geländer,Metallbau",Wuppertal-Elberfeld,info@grenzdoerfer.de,Grenzdörfer,https://www.gelbeseiten.de/gsbiz/5cde1ac3-e35f-4b45-9110-36aa20097401,42115 ,0202 37 10 80
,Ottostr. 7,"Laserzuschnitte,Blechbe- und -verarbeitung",Fellbach,info@hocker.de,Blechbearbeitung Hocker GmbH + Co. KG,https://www.gelbeseiten.de/gsbiz/e84d39b8-c654-41a1-ad90-a09187e9b357,70734 ,0711 58 56 61-0
,Wernher-von-Braun-Str. 10,"Blechbe- und -verarbeitung,Metallbe- und -verarbeitung",Amberg,info@herzing-metall.de,Herzing GmbH,https://www.gelbeseiten.de/gsbiz/e86b3fdb-d687-473d-a88b-3fe332b58fdc,92224 ,09621 37 21-0
,Nickritzer Str. 11,"Arbeitsbühnen,Blechbe- und -verarbeitung,Metallbau",Riesa-Pausitz,info@stratos-gmbh.com,Stratos GmbH,https://www.gelbeseiten.de/gsbiz/a6be67fb-164f-44b1-bb96-26d4b84cdc01,01589 ,03525 6 84 90
,Gewerbeparkstr. 5,Türen,Kolkwitz,info@mft-kolkwitz.de,METALL-FORM-TECHNIK,https://www.gelbeseiten.de/gsbiz/9414bf8e-4ef6-4616-82e6-d51079a5ef69,03099 ,0355 4 93 63 20
,Gewerbeparkstr. 11,Metallwaren,Kolkwitz,info@metallbau-beil.de,Beil Metallbau,https://www.gelbeseiten.de/gsbiz/9ad85502-7f08-4b13-8d0e-75b2c2887921,03099 ,0355 2 83 55
,Königsteinstr. 26,Metallbe- und -verarbeitung,Berlin-Lichtenrade,henry-wietasch@web.de,Wietasch Henry,https://www.gelbeseiten.de/gsbiz/78f9c8af-9bf2-4a1a-ab39-18c18053001f,12309 ,030 6 12 24 32
,Ruhweg 1,"Fenster,Edelstahl und -verarbeitung,Schlossereien",Göllheim,info@metallbau-stabel.de,Metallbau Stabel,https://www.gelbeseiten.de/gsbiz/9cca08b4-d747-4c87-a0f8-392a1c96a253,67307 ,06351 81 01
,Bildstocker Str. 10,"Plexiglas,Kunststoffbe- und -verarbeitung",Neunkirchen-Innenstadt,info@bialucha-kunststoffe.de,Bialucha Manfred,https://www.gelbeseiten.de/gsbiz/91f63851-626b-4a57-8a0b-33ffea858321,66538 ,06821 17 95 95
,Porschestr. 21,"Schlossereien,Edelstahl und -verarbeitung,Metallbau",Hochdorf,info@amrein-metallbau.de,Amrein Metallbau,https://www.gelbeseiten.de/gsbiz/528846f2-5cf8-440a-a54b-b96fa8bb865b,73269 ,07153 99 11-0
,Spandauer Burgwall 40 -44,Kunststoffbe- und -verarbeitung,Berlin-Spandau,info@lopla.de,Achim Lorra Plastikverarbeitung GmbH,https://www.gelbeseiten.de/gsbiz/5981d022-8507-49e7-9867-927c5daf218c,13581 ,030 3 32 66 09
,Weidendamm 9,Kunststoffbe- und -verarbeitung,Blankenfelde-Mahlow-Groß Kienitz,info@ks-kunststoffbau.de,KS Kunststoffbau GmbH,https://www.gelbeseiten.de/gsbiz/e3fe8cb4-8bad-4e2f-a2d1-ad1b2b130650,15831 ,033708 92 93 00
,Altchemnitzer Str. 7,"Brückenbau,Kunststoffbe- und -verarbeitung",Chemnitz-Altchemnitz,info@kunststoff-kaeppel.de,Kunststoffverarbeitung Käppel GmbH,https://www.gelbeseiten.de/gsbiz/ec57488d-1779-49fd-9bd5-3ee444d6103f,09120 ,0371 5 90 51 36
,Meißner Str. 432,Kunststoffbe- und -verarbeitung,Radebeul,info@kunststoffverarbeitung-marx.net,Kunststoffverarbeitung Marx,https://www.gelbeseiten.de/gsbiz/f52c47f3-b7b4-4183-be44-e36670da454e,01445 ,0351 83 38 56 25
,Oststr. 27,Kunststoffbe- und -verarbeitung,Aue,info@kunststoff-glaeser.de,Gläser Peter,https://www.gelbeseiten.de/gsbiz/bf32137c-3f43-40f7-8c1a-5e6d4b9a70b0,08280 ,03771 55 16 56
,Paradestr. 7,Edelstahl und -verarbeitung,Berlin-Tempelhof,cj-metallbauservice@t-online.de,C & J Metallbauservice Th. Czerlinksi & O. Jacobi GbR,https://www.gelbeseiten.de/gsbiz/b9a3ab77-4705-44d7-ac87-aba0ffa50964,12101 ,030 78 89 18 38
,Hohenbuckstr. 6,"Schlossereien,Edelstahl und -verarbeitung,Metallbau",Nürnberg-Nordwestliche Außenstadt,info@lorenz-schneider-metallbau.de,Schneider Lorenz GmbH,https://www.gelbeseiten.de/gsbiz/93447bfe-c982-4cb6-bb2e-e53bc6735b65,90425 ,0911 39 63 88
,Haimendorfer Str. 61,"Blechbe- und -verarbeitung,Metallbe- und -verarbeitung",Schwaig,info@frischauf-metall.de,Frischauf Metallwaren GmbH,https://www.gelbeseiten.de/gsbiz/d55d2218-2ce3-41b1-abbb-cbb7632ad64d,90571 ,0911 50 59 94
,Krumme Str. 4,Edelstahl und -verarbeitung,Berlin-Charlottenburg,ws.metallbau@t-online.de,Müller Stefan - WS Metallbau,https://www.gelbeseiten.de/gsbiz/6a080006-f35c-43d0-bff0-3becc64b9f48,10585 ,030 34 64 55 85
,Domselwitzer Str. 17A,Blechbe- und -verarbeitung,Lommatzsch,info@kant-tec.de,KANT-TEC LOMMATZSCH GmbH & Co. KG,https://www.gelbeseiten.de/gsbiz/94f7ca88-d035-4414-a3a8-b1444a8a9cec,01623 ,035241 17 99 93
,Schützenstr. 30,Blechbe- und -verarbeitung,Storkow,info@abs-storkow.de,"ABS Aluminium-, Blech-, Edelstahl-, Stahlbearbeitungs GmbH",https://www.gelbeseiten.de/gsbiz/79b30fe2-d27a-453f-a9a5-8f804bc637d6,15859 ,033678 6 56-11
,Darßer Bogen 16-18,Blechbe- und -verarbeitung,Berlin-Stadtrandsiedlung Malchow,info@bzw-berlin.de,BZW Blechzentrum Weißensee GmbH,https://www.gelbeseiten.de/gsbiz/2690270c-8082-4088-9c2b-3387959b2e91,13088 ,030 92 04 97-0
