anmerkung,anschrift,branche,bundesland,email_adresse,firmenname,gelbe_seiten_link,plz,telefonnummer
,Altlindenau 2,Kanalreinigung,Radebeul,info@hasse-transport.de,Hasse Transport GmbH,https://www.gelbeseiten.de/gsbiz/14e094ea-e067-4a1a-8f4a-af4d96b236cb,01445 ,0351 8 38 73 05
,Kienhorststr. 52/ 54,"Dichtheitsprüfungen,Abflussreinigung,Fettabscheider",Berlin-Reinickendorf,info@run-24.de,RUN 24 GmbH - Rohrreinigung - Umweltservice - Notdienst,https://www.gelbeseiten.de/gsbiz/884e8651-3b6b-42da-97d0-559fbe6905d0,13403 ,030 68 22 99 66
,An de Wurth 6,"Kanalreinigung,Abwassertechnik,Kanalsanierung",Felm,info@abwassertechnik-kapp.de,Abwassertechnik-Kapp Inh. Dominic Kapp,https://www.gelbeseiten.de/gsbiz/4eb3bd4a-9cb0-4597-9552-8fa53de29491,24244 ,0431 64 99 29 99
,Heideweg  28,"Kanalreinigung,Abflussreinigung,Rohrreinigung",Bad Honnef,info@ars-gmbh.de,ARS Abflussreinigungs-Schnelldienst,https://www.gelbeseiten.de/gsbiz/c6622aca-0bff-46d7-a14b-351ee2b2bd82,53604 ,02224 9 89 88 81
,90402 ,Rohrreinigung,"
					",info@rohrreinigung-hofmann.de,Rohrreinigung Schulte,https://www.gelbeseiten.de/gsbiz/e831ed39-cf9d-45ad-8a00-ff28e2886879,Nürnberg,0175 5 72 40 55
,Bahnhofstr. 14,Kanalreinigung,Michelau,info@der-kanaligator.de,Der Kanaligator GmbH,https://www.gelbeseiten.de/gsbiz/1188517d-8b34-460e-ab4d-4aec68f78d3f,96247 ,09571 8 30 34
,Angerstr. 32a,"Kanalreinigung,Rohrreinigung",Karlstadt,unterfranken@rohrstar.de,Abflussreinigung RohrStar,https://www.gelbeseiten.de/gsbiz/b31e828b-742d-4378-b487-f525721c4350,97753 ,09353 9 06 59 61
,90762 ,"Rohrreinigung,Kanalreinigung","
					",info@rohrreinigung-hofmann.de,Kanalreinigung Schulte,https://www.gelbeseiten.de/gsbiz/1e12a93e-4429-4441-9045-a66c5ed64f6a,Fürth,0175 5 72 40 55
,Gewerbepark Brand 38,"Kellerabdichtungen,Abdichtarbeiten",Aachen,info@wilden-kanal.de,Abflussreinigung Wilden,https://www.gelbeseiten.de/gsbiz/97445e25-8e68-4bc8-827b-11dc4cfd57af,52078 ,0241 52 67 22
,Markt 26,"Rohrreinigung,Kanalreinigung",Schweinfurt-Altstadt,unterfranken@rohrstar.de,Abflussreinigung RohrStar,https://www.gelbeseiten.de/gsbiz/d42c6c0a-4560-40de-8713-b4d4c5544ee4,97421 ,09721 6 05 09 73
,91052 ,Rohrreinigung,"
					",info@rohrreinigung-hofmann.de,Rohrreinigung Schulte,https://www.gelbeseiten.de/gsbiz/3162bb97-8fa7-4688-a0f4-6d9a170e4ff6,Erlangen,0175 5 72 40 55
,Broichstr. 77,"Kanalsanierung,Abflussreinigung,Dichtheitsprüfungen",Bonn,info@akm-abflussreinigung.de,Abfluss Kanaltechnik Müller GmbH,https://www.gelbeseiten.de/gsbiz/da20586f-95ef-4ca8-aab9-d2b3a50b8393,53227 ,0228 94 69 77 00
,Schulstr. 30,Kanalreinigung,Bayreuthr-City,info@roth-rohr-reinigung.de,Roth Rohrreinigung,https://www.gelbeseiten.de/gsbiz/14ad8206-1479-43fa-bf26-e89833456885,95444 ,0911 36 78 68 68
,97421 ,Kanalreinigung,"
					",info@rohrreinigung-hofmann.de,Kanalreinigung Schulte,https://www.gelbeseiten.de/gsbiz/0b18f3a1-2d3b-4dd4-b8f6-1faf20ae29a7,Schweinfurt,0175 5 72 40 55
,Sonnleite 33,"Kanalreinigung,Rohrreinigung",Würzburg-Lengfeld,unterfranken@rohrstar.de,Abflussreinigung RohrStar,https://www.gelbeseiten.de/gsbiz/3b4ecfd7-6c8d-4a33-83ad-db0718c92b14,97076 ,0931 35 98 71 91
,Fliederweg 8,"Abflussreinigung,Kanalreinigung,Rohrreinigung",Tornesch,info@tornesch-rohrreinigung.de,Tornescher Rohrreinigung Inh. Anke Birr,https://www.gelbeseiten.de/gsbiz/70978e21-db28-4728-8fbf-e6fee4544b47,25436 ,04122 97 97 45
,Neumühlweg 129,"Rohrreinigung,Abflussreinigung,Kanalreinigung",Nürnberg-Gebersdorf,info@rrs.de,Rohrreinigung-Service RRS GmbH,https://www.gelbeseiten.de/gsbiz/454e4370-c3ca-426a-9271-bf144f437be4,90449 ,0911 6 89 36 80
,Sportplatzstr. 1,"Kanalreinigung,Rohrreinigung",Kitzingen-Sickershausen,unterfranken@rohrstar.de,Abflussreinigung RohrStar,https://www.gelbeseiten.de/gsbiz/92ff0082-c356-4bdd-9ec5-542245828ab0,97318 ,09321 2 67 57 61
,63739 ,Kanalreinigung,"
					",info@rohrreinigung-hofmann.de,Kanalreinigung Schulte,https://www.gelbeseiten.de/gsbiz/9c3b8b17-ce74-4686-a4f5-ca20a3448d21,Aschaffenburg,0175 5 72 40 55
,Eseiterstr. 8,Abflussreinigung,Illingen-Uchtelfangen,krs-schneider@t-online.de,H. Schneider GmbH,https://www.gelbeseiten.de/gsbiz/dda728ac-6e14-461f-8beb-119b805c9f4a,66557 ,06825 94 13 40
,Mörikestr. 1-3,"Kanalreinigung,Rohrreinigung,Sondermüllentsorgung",Neustadt,fricke-kanal@t-online.de,Fricke D. GmbH,https://www.gelbeseiten.de/gsbiz/1a9f052b-9a85-43a1-8176-6c6dda1fde7c,96465 ,09568 8 90 80
,Fabrikstr. 17,"Containerdienste,Entsorgungsbetriebe,Kanalreinigung",Radebeul,info@hasse-transport.de,Hasse Transport GmbH,https://www.gelbeseiten.de/gsbiz/ed764526-0a8f-4906-9eba-a158f0e7490c,01445 ,0351 8 88 86 80
,Bahnhofstr. 4,"Abflussreinigung,Fettabscheider,Kanalreinigung",Dresden-Großzschachwitz,rohrreinigungscenter@t-online.de,Ex-Rohrreinigungs Center GmbH,https://www.gelbeseiten.de/gsbiz/1c56f9a6-4d2c-46c5-aadc-b39510fb28fc,01259 ,0351 2 02 46 46
,Grapengießerstr. 34,"Entsorgungsbetriebe,Fettabscheider,Grubenentleerung",Lübeck,ex-rohr@ex-rohr.de,Ex-Rohr GmbH,https://www.gelbeseiten.de/gsbiz/6ad7cdfc-242c-4666-9a2a-5e49d3f33bc4,23556 ,0800  2 09 99 20
,Wiesentalstr. 62a,"Rohrreinigung,Abflussreinigung,Kanaldichtheitsprüfungen",Lörrach,mk-abwassertechnik@web.de,Rohr- und Kanalreinigung Kretzschmar - Abwassertechnik,https://www.gelbeseiten.de/gsbiz/525b46c8-9666-46f1-acde-736391748c3d,76539 ,07621 9 86 77 99
,Grapengießerstr. 34,"Kanalreinigung,Entsorgungsbetriebe,Fettabscheider",Lübeck-St. Lorenz Nord,ex-rohr@ex-rohr.de,Ex-Rohr GmbH,https://www.gelbeseiten.de/gsbiz/4ace441c-b8d0-4120-9efa-9173d0802c6a,23556 ,0451 8 99 93 33
,78532 ,"Rohrreinigung,Kanalreinigung","
					",info@rohrreinigung-kapp.de,Abwassertechnik - Kapp,https://www.gelbeseiten.de/gsbiz/1cf63639-f8d1-4a58-a343-ba72ed6747cc,Tuttlingen,07461 7 31 42
