anmerkung,anschrift,branche,bundesland,email_adresse,firmenname,gelbe_seiten_link,plz,telefonnummer
,Heinrich-Heine-Str. 5,Transporte,Zwönitz,jroth-zwoenitz@t-online.de,Gütertransporte Jörg Roth,https://www.gelbeseiten.de/gsbiz/e6f982e9-938b-4500-b97d-fd5d09f99f13,08297 ,037754 32 45 57
,Schloßhof 1,"Transporte,Erdbau,Schüttguttransporte",Wilhermsdorf,info@enssner-transporte.de,Enßner Konrad GmbH & Co. KG,https://www.gelbeseiten.de/gsbiz/2003f505-e0c2-445a-87a4-5fe153b54065,91452 ,09102 99 79 29
,Laugengasse 15,Umzüge,Essingen,info@umzuege-blum.de,Blum-Umzüge-Transporte,https://www.gelbeseiten.de/gsbiz/731e7878-8885-428a-b320-88fe30f7a006,73457 ,07365 92 00 05
,Obere Papiermühle 1-2,"Autokrane,Transporte",Treuchtlingen-Schambach,info@felleiter-transporte.de,Felleiter GmbH & Co. KG,https://www.gelbeseiten.de/gsbiz/ffd5f8e0-39fb-4553-9927-1c825629679c,91757 ,09142 82 44
,Wittekindstr. 38- 40,"Transporte,Absetzbehälter und -mulden,Baustoffe",Detmold-Innenstadt,info@drewel-baustoffe.de,Drewel GmbH,https://www.gelbeseiten.de/gsbiz/25d7c2df-53ef-45df-8b9f-64beb3d84f66,32758 ,05231 9 65 10
,Grünaer Str. 56,Transporte,Chemnitz-Mittelbach,info@bunzel-transporte.de,W.Bunzel Transporte e. K.,https://www.gelbeseiten.de/gsbiz/f813b5c5-2cb2-45d6-9db2-3e7e28f481c9,09224 ,0371 85 13 98
,Maybachstr. 18,"Umzüge,Transporte",Ludwigsburg-Nord,info@felger.biz,Felger Umzüge,https://www.gelbeseiten.de/gsbiz/39b270ce-9bed-44da-8ebf-4340fe21c749,71634 ,07141 8 65 69-0
,Wiesenstr. 6,"Transporte,Umzüge",Mosbach-Neckarelz,service@odenwald-express.de,Odenwald Express,https://www.gelbeseiten.de/gsbiz/09c3eb26-8e61-42e6-a4b8-0612a7f94272,74821 ,06261 6 35 34
,Hammerweg 2,"Container,Transporte",Arzberg,wm.transporte@web.de,Meyer Transporte,https://www.gelbeseiten.de/gsbiz/696c9140-d858-4460-b86c-665bad8f66f3,95659 ,09233 88 52
,Turnstr. 37,"Transporte,Abbrucharbeiten,Baggerarbeiten",Ispringen,info@seifried-erdarbeiten.de,Seifried Peter,https://www.gelbeseiten.de/gsbiz/71b8a1d6-5760-4522-8260-bbc4b3c4dc6a,75228 ,07231 5 86 99 40
,Schleuse 3a,Transporte,Burg-Ihleburg,arndt-transporte-gmbh@web.de,Ringo Arndt Transport & Kurierdienst,https://www.gelbeseiten.de/gsbiz/ca25ee6d-278e-4c5f-8b3b-965d5b1a5392,39288 ,039345 48 99 96
,Gutenbergstr. 14,Transporte,Gersthofen,info@gdw-transport.de,GDW - Transport GmbH,https://www.gelbeseiten.de/gsbiz/edad19c3-fc9f-4833-ae03-ccb9d1a24c38,86368 ,0821 99 98 14 30
,Benzstr. 2,Transporte,Aschaffenburg-Strietwald,info@transporte-moessle.de,Alexander Mößle KG,https://www.gelbeseiten.de/gsbiz/20256ee9-b746-4847-9bbe-2e876886f405,63741 ,06021 1 30 78 00
,Ellenerbrokweg 4,"Transporte,Kurierdienste",Bremen-Ellenerbrok-Schevemoor,info@kurierdienst-manfred-bruns.net,Kurierdienst Manfred Bruns e.Kfm.,https://www.gelbeseiten.de/gsbiz/b97f325d-a22f-4451-bcc5-569da8dab015,28325 ,0421 3 96 33 39
,Siemensstr. 1,"Transporte,Containerdienste",Oftersheim,info@jankogmbh.com,Containerdienst Franz Janko GmbH,https://www.gelbeseiten.de/gsbiz/56d7fcdb-362b-4426-af49-2d6e74ab03d9,68723 ,06202 5 95 60
,Heideweg 5,"Baggerarbeiten,Abbrucharbeiten,Pflasterbau",Amberg-Gailoh,fa.rubenbauer@online.de,Rubenbauer Gerhard,https://www.gelbeseiten.de/gsbiz/41e68617-1d8e-4657-bebf-a6e89de22777,92224 ,09621 8 88 12
,Bergisch Gladbacher Str. 461,"Metallbau,Einbruchsicherungen,Schlossereien",Köln,info@langenberg-koeln.de,Langenberg GmbH,https://www.gelbeseiten.de/gsbiz/2b2d45c5-f6e5-4a01-bc90-309ebb500d40,51067 ,0221 9 68 45 30-96 84 53 18
,Burgstallstr. 15,"Transporte,Schwertransporte",Bayreuth-Seulbitz,info@veit-vogel.de,Vogel Veit e.K.,https://www.gelbeseiten.de/gsbiz/08fdf596-ba53-4850-9d0c-3888541edb44,95448 ,0921 9 24 94
,Andreas-Bauer-Str. 16,Transporte,Waldbüttelbrunn,info@mainkurier.com,mainkurier it's your lieferung,https://www.gelbeseiten.de/gsbiz/b1248d7d-57c5-46af-98d0-767fd01dc4db,97297 ,0931 4 06 97-0
,Schönfelder Weg 71,Transporte,Bernau bei Berlin,info@firmengruppe-hoffmann.de,Hoffmann Transport & Recycling GmbH,https://www.gelbeseiten.de/gsbiz/bb4083d9-736c-4db5-8fc1-81e7a3ee8579,16321 ,03338 60 47 30
,Heinrich-Zille-Str. 37,Transporte,Falkenberg/Elster,info@fld-gmbh.de,FLD Falkenberger Landhandels- und Dienste GmbH,https://www.gelbeseiten.de/gsbiz/c0741d2b-977f-419a-b34b-6ae6fc7c2c7a,04895 ,035365 42 80
,Nettelkofen 23,Transporte,Grafing-Nettelkofen,info@transporte-fuchs.de,Ignaz Fuchs Transporte GmbH,https://www.gelbeseiten.de/gsbiz/1e1749b9-8e95-4413-95b7-b7c37c04f45e,85567 ,08092 85 18 14
,Sandäcker 11,Transporte,Forchheim-Kersbach,anja.hinneburg@spedition-pohl.de,Pohl GmbH & Co. KG,https://www.gelbeseiten.de/gsbiz/6deac626-dca2-4b5f-b214-4f740990552d,91301 ,09191 6 18-0
,Am Bahnhof 14,"Erdbau,Abbrucharbeiten,Aushubverwertung",Wiesentheid,weiglein@kwk-transporte.de,KWK Transporte GmbH,https://www.gelbeseiten.de/gsbiz/157c1e34-1061-4204-b921-96243e2e61e7,97353 ,09383 3 37
,Hofgasse 7,Transporte,Pegnitz-Buchau,info@potzler-transporte.de,Potzler - Transporte e.K.,https://www.gelbeseiten.de/gsbiz/d806830b-c96f-45cd-963f-6f35bc2aeae7,91257 ,09241 99 09-0
,Otto-Hahn-Str. 14,Transporte,Bad Arolsen,kontakt@timme-transporte.de,Timme Transporte -Ihr Transportpartner-,https://www.gelbeseiten.de/gsbiz/5f18f294-df25-4532-8839-a3b60e8cb56f,34454 ,05691 8 06 74 01
,St.-Martin-Platz 7,"Transporte,Baggerarbeiten,Heizungs- und Lüftungsbau",Penzing,info@erhard-haustechnik.de,Erhard Haustechnik,https://www.gelbeseiten.de/gsbiz/2e123ed7-0460-4fce-b12c-b3d2c7cdf3aa,86929 ,08191 98 96 28
,Bamlerstr. 25,Transporte,Essen-Nordviertel,info@msander-transporte.de,M. Sander Transporte ... Der Bringer ...,https://www.gelbeseiten.de/gsbiz/1f925350-a523-44f0-8763-59bd5a07a725,45141 ,0201 23 13 25
,Am Bocke 2,"Transporte,Kurierdienste",Dannstadt-Schauernheim,info@sf-eiltransporte.de,SF- Eiltransporte GmbH,https://www.gelbeseiten.de/gsbiz/545e0817-fde0-4f92-b995-9c5e0d95c418,67125 ,06231 9 19 10
,St. Avolder Str. 109,"Logistik,Kurierdienste,Transporte",Saarlouis-Neuforweiler,info@saar-kurier.de,Saar-Kurierdienst Schwab,https://www.gelbeseiten.de/gsbiz/fafe0038-3d40-4438-b6ee-b0ab3de40785,66740 ,0174 4 76 85 17
,Zum Linnégraben 13,"Transporte,Umzüge",Frankfurt am Main-Griesheim,nhilidienstleistungen@gmail.com,Nhili Dienstleistungen,https://www.gelbeseiten.de/gsbiz/48fc2685-b211-4475-ad73-1e8c502c0c84,65933 ,0157 85 30 83 80
,Breddenkampstr. 26,Transporte,Marl-Drewer,ma-transport@gmx.de,MA-transport,https://www.gelbeseiten.de/gsbiz/fd5671f5-3c90-41d0-8014-880c8d0ca1ba,45770 ,0172 8 01 61 65
,Staatsstr. 13,"Baustellenabsicherung,Baumaschinen und -geräte,Baumaschinenvermietung",Edenkoben,info@gruenenwald-edenkoben.de,Grünenwald e.K. Verkehrssicherung,https://www.gelbeseiten.de/gsbiz/b6cd7c74-a24a-49fd-8edf-e3171728c367,67480 ,06323 98 92 00
,Schabergstr. 2,Transporte,Hagen-Mittelstadt,info@ehrstein-transport.de,Ehrstein Transport + Logistics,https://www.gelbeseiten.de/gsbiz/9769d799-0cdc-4257-b80b-8541777e5585,58095 ,02331 7 81 79 40
,Gartenstr. 3,"Garten- und Landschaftsbau,Transporte",Ahorn-Schellingstadt-Schillingstadt,info@mr-tauber-franken.de,MR Service GmbH,https://www.gelbeseiten.de/gsbiz/7ab900e6-c288-44b2-9597-e7cc1df9bf93,74744 ,07930 9 93 98-0
,Saarstr. 60,Transporte,Idar-Oberstein,a.conradt@t-online.de,Alfred Conradt e.K.,https://www.gelbeseiten.de/gsbiz/44be85fc-71c4-422b-b0be-9157e99c8024,55743 ,06781 90 09 43
,Hilgerstr. 8,"Kurierdienste,Transporte",Essen-Nordviertel,info@bk-transporte.de,Blitz Kurier Transporte,https://www.gelbeseiten.de/gsbiz/f33de3ce-eaa0-4ab9-8c83-78cb4742467b,45141 ,0201 83 72 97-0
,Jakob-Gauermann-Str. 4,"Transporte,Bagger,Baggerarbeiten",Fellbach-Oeffingen,j.pfeiffer-tiefbau@t-online.de,"Jürgen Pfeiffer, Baggerbetrieb Fuhrunternehmen",https://www.gelbeseiten.de/gsbiz/d78d9aec-9aad-40a9-94a7-9006e9f659a5,70736 ,0711 5 16 05 00
,Sestewitzer Str. 16,"Entsorgungsbetriebe,Baustoffe,Transporte",Großpösna-Störmthal,info@wiesner-trans.de,Wiesner Transporte GmbH,https://www.gelbeseiten.de/gsbiz/a74b23f0-ac0c-4f13-ac56-45cc4f76e468,04463 ,034297 9 18 30 10
