anmerkung,anschrift,branche,bundesland,email_adresse,firmenname,gelbe_seiten_link,plz,telefonnummer
,Hermann-Riemschneider-Str. 15,Stahlbau,Neuruppin,info@sbl-stahlbau-lindow.de,SBL Stahl- und Brückenbau Lindow GmbH,https://www.gelbeseiten.de/gsbiz/9d66334f-ce18-4fa1-9681-c34b2dafada4,16816 ,03391 4 05 72 00
,Carl-Zeiss-Str. 7,"Schlossereien,Metallbau,Stahlbau",Niederkassel,guido@metallbau-graumann.de,Guido Graumann GmbH,https://www.gelbeseiten.de/gsbiz/d384701b-6db9-482b-9083-93600413bdc9,53859 ,02208 41 00
,Am Kielsgraben 6,Stahlbau,Monheim,ffr1964@aol.com,Stahl & Metallbau Fritze Frank,https://www.gelbeseiten.de/gsbiz/f69e97e3-8028-4846-99fd-693c8871573e,40789 ,02173 85 56 60
,Dorfstr. 1,Stahlbau,Thundorf-Theinfeld,schmitt.w.theinfeld@t-online.de,Schmitt Werner,https://www.gelbeseiten.de/gsbiz/6d0a7335-ce0f-4dae-a4b3-4bfad76bf94f,97711 ,09724 5 78
,Industriestr. 9,Stahlbau,Bürgstadt,info@hz-stahlbau.de,HZ Stahlbau GmbH,https://www.gelbeseiten.de/gsbiz/6fa2d755-d2c0-4911-8a8b-78f37cce541d,63927 ,09371 9 47 18 40
,Rothenburger Landstr. 66,"Stahlbau,Metallbau",Görlitz-Ludwigsdorf,kontakt@stahlbau-weiner.de,Stahl- und Metallbau Weiner GmbH,https://www.gelbeseiten.de/gsbiz/fb259d12-fe4a-40f8-b27c-d15b7779aee7,02828 ,03581 8 76 69 30
,Straße des 8. Mai 19,Stahlbau,Bernsdorf,info@gmb-bernsdorf.de,Gießereimaschinenbau GmbH,https://www.gelbeseiten.de/gsbiz/64616c5f-876f-4758-bf13-b2725e3860c2,02994 ,035723 2 49 60
,Zeitzer Str. 4,Stahlbau,Pegau,info@westphal-stahlbau.com,Metallbau Westphal GmbH & Co. KG,https://www.gelbeseiten.de/gsbiz/7a149fb6-8016-4e36-b699-3d4f50ab55e3,04523 ,034296 9 82 30
,Zollnerstr. 60,"Metallbau,Markisen,Schlossereien",Bamberg,info@schlosserei-eichfelder.de,Schlosserei Eichfelder - Inh. Sven Hoffmann,https://www.gelbeseiten.de/gsbiz/7e8f68c9-dcd3-4607-b2f2-7b83ab9d3f1e,96052 ,0951 3 14 46
,Grenzstr. 9,Stahlbau,Oelsnitz,schramm-oelsnitz@t-online.de,Schramm Stahl und Metallbau GmbH,https://www.gelbeseiten.de/gsbiz/145293e5-4983-4780-9642-2da7d9bc23f9,09376 ,037298 1 28 07
,Molkereistr. 56,Stahlbau,Uedem,info@stahlbau-wolters.de,Stahlbau Wolters GmbH,https://www.gelbeseiten.de/gsbiz/2232c14b-a713-48f0-9add-02a62b723cd7,47589 ,02825 5 35 90-0
,Siemensstr. 3,"Stahlbau,Balkonbau,Geländer",Eggenstein-Leopoldshafen,info@l-u-a.de,Linder & Aulenbach GmbH Stahl- u. Metallbau,https://www.gelbeseiten.de/gsbiz/7bbb9a6a-ff62-491f-ba8c-3dbd31c8be23,76344 ,0721 9 78 78-0
,Herrntor 17,Stahlbau,Münnerstadt-Wermerichshausen,info@roeder-stahlbau.de,Röder Stahlbau GmbH,https://www.gelbeseiten.de/gsbiz/29aae425-b792-4011-b3f2-b316e0bcf20a,97702 ,09766 15 85
,Kunzestr. 21,"Stahlbau,Balkonbau,Bauschlossereien",Leipzig-Großzschocher,mekugmbh@t-online.de,MEKU GmbH Metallbau Balkonbau,https://www.gelbeseiten.de/gsbiz/44b3c4c6-fb43-467c-a626-3ba438a8aa53,04249 ,0341 3 06 77 33
,Brambachstr. 8,"Metallbau,Hallenbau,Stahlbau",Gengenbach,info@stahlbauschaub.de,Stahlbau Schaub GmbH GmbH & Co. KG,https://www.gelbeseiten.de/gsbiz/935362d3-d072-485d-bc6d-6086a7334553,77723 ,07803 9 33 40
,Lamer Str. 17,"Stahlbau,Hallenbau",Bad Kötzting,info@aschenbrenner-stahlbau.de,Aschenbrenner GmbH,https://www.gelbeseiten.de/gsbiz/f469525e-3344-48e8-919e-8c35ce280b77,93444 ,09941 6 00-0
,Herforster Str. 18,Stahlbau,Speicher,info@seitz-speicher.de,Seitz Industriebau GmbH & Co. KG,https://www.gelbeseiten.de/gsbiz/78d73ada-5e9d-41cd-a4a2-26c2508a62bb,54662 ,06562 96 12 20
,Bürgermeister-Schlosser-Str. 7,"Stahlbau,Schlossereien",Augsburg-Inningen,info@schlosserei-schlosser.de,Schlosserei Schlosser,https://www.gelbeseiten.de/gsbiz/1874fca2-4816-4cfe-913b-897af7050903,86199 ,0821 99 52 34
,Siemensstr. 7,"Metallbau,Schlossereien,Stahlbau",Friedrichshafen-Ailingen,verwaltung@riech-metallbau.de,RIECH Stahlbau - Metallbau- Glasbau GmbH,https://www.gelbeseiten.de/gsbiz/439cab25-d5fd-422c-84c4-f8a0123b153d,88048 ,07541 5 00 90
,Neuseser-Tal-Str. 3,"Treppen,Blechbe- und -verarbeitung,Edelstahl und -verarbeitung",Igersheim,info@schlosserei-kimmelmann.de,Kimmelmann GmbH & Co.KG,https://www.gelbeseiten.de/gsbiz/40c5ae92-870f-489d-9516-14139632fdab,97999 ,07931 4 74 74
,Hoher Steg 29,"Hallenbau,Stahlbau",Lauffen,staudingergmbh@t-online.de,Josef Staudinger GmbH Industriebau,https://www.gelbeseiten.de/gsbiz/a75bffac-7f53-4b26-acb2-2b525a87ef95,74348 ,07133 1 62 23
