anmerkung,anschrift,branche,bundesland,email_adresse,firmenname,gelbe_seiten_link,plz,telefonnummer
,Berner Str. 36,Umzüge,Frankfurt am Main-Nieder-Eschbach,frankfurt@hertling.com,AMÖ Fachbetrieb HERTLING GmbH & Co. KG,https://www.gelbeseiten.de/gsbiz/6ec99bc7-388a-4edd-aa73-017842fdbef7,60437 ,069 9 50 08 20
,Karinstr. 5,Umzüge,Dortmund,info@tews.de,A. M. Ö. Spedition Tews,https://www.gelbeseiten.de/gsbiz/c943bb4a-4a27-422e-b376-c85d7959de6e,44388 ,0800  0 89 10 80
,Im Gewerbepark C 25,Speditionen,Regensburg-Reinhausen,kontakt@mercosped.com,MercoSped UG (haftungsbeschränkt),https://www.gelbeseiten.de/gsbiz/1e56fbd1-2db6-4380-b1c4-d64472e02ce5,93059 ,0941 6 39 63 60
,Brunckstr. 19,"Speditionen,Möbeltransporte,Umzüge",Speyer,info@msk-umzuege.de,MSK Umzüge e.K.,https://www.gelbeseiten.de/gsbiz/cd6ce73a-9f05-4e9e-9c2b-6d1a5c66e366,67346 ,06232 67 06 30
,Von-Miller-Str. 9a,Speditionen,Kaiserslautern-Innenstadt,info@umzuege-sander.de,Eduard Sander Möbelspedition GmbH,https://www.gelbeseiten.de/gsbiz/18b809e6-b334-40ba-aa66-ee717cf55485,67661 ,0631 35 73 20
,Niermannsweg 11,Speditionen,Erkrath-Unterfeldhaus,info@twk-cargo.com,TWK Cargomanagement GmbH,https://www.gelbeseiten.de/gsbiz/911c9fad-9a72-4fc7-a310-6462ac023c0b,40699 ,0211 1 57 86 42
,Beckerstr. 11,"Umzüge,Möbeltransporte,Speditionen",Chemnitz-Kapellenberg,joerg.luck@monumental.de,MonUmEntAl GmbH,https://www.gelbeseiten.de/gsbiz/5fde4cfd-e1f0-4036-aa3c-cb46b3aab56c,09120 ,0371 70 06 07 89
,Edisonstr. 8,"Autokrane,Speditionen",Bönen-Westerbönen,verwaltung@luttersped.de,Lutter Spedition GmbH & Co. KG,https://www.gelbeseiten.de/gsbiz/b12b121b-9241-450d-8a10-5e1f376bf3f9,59199 ,02383 93 51-0
,Oststr. 57,Speditionen,Grevenbroich-Wevelinghoven,spedition-schraa-info@t-online.de,Schraa Spedition,https://www.gelbeseiten.de/gsbiz/bd677977-27cc-4ee7-b49d-2e5cc79456ed,41516 ,02181 7 30 75
,Gewerbegebiet 6,Speditionen,Wilthen-Tautewalde,speditionhultsch-wilthen@t-online.de,Hultsch GmbH & Co.KG,https://www.gelbeseiten.de/gsbiz/32b4bdbb-f440-4ccc-b539-385d678310a1,02681 ,03592 3 86 10
,Duisburger Str. 387 -389,Speditionen,Krefeld-Uerdingen,umzuege-timp@t-online.de,Umzüge Timp,https://www.gelbeseiten.de/gsbiz/e21748a7-f62d-4754-b267-2821a0b451f7,47829 ,02151 48 01 36
,Am Galgenberg 1,Speditionen,Langenzenn,speditionhaug@t-online.de,Spedition Haug,https://www.gelbeseiten.de/gsbiz/89077a2c-273b-4ef9-aab4-c57aeb4022fa,90579 ,0911 88 28 83
,Neustadter Str. 2,Speditionen,Wollbach,info@awerner-spedition.de,Werner Albert Spedition,https://www.gelbeseiten.de/gsbiz/d5c35272-dcec-42e7-935c-473aa8002813,97618 ,09773 8 98 07-0
,Neuer Sülzeweg 92,"Transporte,Flughafentransfer,Speditionen",Magdeburg-Kannenstieg,info@schroeder-transporte-magdeburg.de,Schröder Transporte und Taxibetrieb Hendrik Schröder,https://www.gelbeseiten.de/gsbiz/5347cb89-49dd-4fed-9396-a2a6dc56b200,39128 ,0391 2 51 47 37
,Kölner Str. 502,Umzüge,Krefeld-Fischeln,spedition.schulz@t-online.de,Schulz Markus,https://www.gelbeseiten.de/gsbiz/92e99a2a-dc8e-4aad-9b1d-081279354dd2,47807 ,02151 30 13 33
,Gothaer Str. 15,Speditionen,Ratingen-West,export.dus@quick-cargo-service.de,QCS-Quick Cargo Service GmbH,https://www.gelbeseiten.de/gsbiz/cd2e9989-f4f2-4055-97ec-2f992704621f,40880 ,02102 5 54 56 20
,Isarstr. 6,Speditionen,Nürnberg-Maiach,info@maierlsped.de,Spedition Maierl GmbH,https://www.gelbeseiten.de/gsbiz/cb1e4377-2be4-4ed4-979b-e8d02d70cf13,90451 ,0911 9 99 69 96-0
,Dr.-Georg-Schäfer-Str. 13,Speditionen,Furth im Wald,info@anton-fischer-transporte.de,Fischer Transport GmbH,https://www.gelbeseiten.de/gsbiz/1c2d02d3-d3bd-41f3-a548-81008057d4ab,93437 ,09973 84 58-0
,Dürkheimer Str. 7,Speditionen,Ilvesheim,dispo@kilthau-transporte.de,KILTHAU Transporte GmbH Transportdienstleistungen,https://www.gelbeseiten.de/gsbiz/d68fa2ea-fa11-44c8-b641-24d1e0f88acb,68549 ,0621 49 24 77
,Pankstr. 8,Speditionen,Berlin-Französisch Buchholz,info@alle-ziele-spedition.de,Alle Ziele Internationale Spedition GmbH,https://www.gelbeseiten.de/gsbiz/1d0a7602-3981-44aa-858c-f4d0555f0602,13127 ,030 4 74 98 83
,Flottenstr. 60,Speditionen,Berlin-Reinickendorf,jofraspedition@t-online.de,JOFRA Spedition-Transporte-Lagerei & Logistik GmbH,https://www.gelbeseiten.de/gsbiz/74327011-1a58-47b6-9f66-dc0c73bae845,13407 ,030 41 72 00 32
,Am Steig 15,Speditionen,Nürnberg-Großgründlach,info@spedition-plannerer.de,Plannerer W. Speditions GmbH,https://www.gelbeseiten.de/gsbiz/355b6a71-120d-4233-b623-9a514c6f04a1,90427 ,0911 30 26 15
,Richartzstr. 2,"Schwertransporte,Autokrane,Speditionen",Hannover-Döhren,info@braeunig-schwerlast.de,Bräunig Schwerlast GmbH & Co.KG,https://www.gelbeseiten.de/gsbiz/9d4bbb28-67a9-4c4e-9323-22cb9ab96569,30519 ,0511 2 70 46 00
,Präsidentenstr. 77a,Umzüge,Neuruppin,info@spedition-kuphal.de,Kuphal GmbH & Co. KG,https://www.gelbeseiten.de/gsbiz/664ea2a7-726c-46d7-ad45-6a22abf1cf40,16816 ,03391 39 80 61
,Burgsinner Str. 2,Entsorgungsbetriebe,Rieneck,info@welzenbach.de,Erwin Welzenbach Spedition GmbH,https://www.gelbeseiten.de/gsbiz/cbe7c059-8df5-4fc5-9c71-37e5cb08f6ac,97794 ,09354 97 10-0
,Siemensstr. 21,Speditionen,Velbert-Mitte,info@Doerrenhaus.com,Dörrenhaus GmbH,https://www.gelbeseiten.de/gsbiz/315c5cda-0817-40c5-974a-e3d984b13c0d,42551 ,02051 2 80 80
,Neue Industriestr. 16,"Speditionen,Möbellagerung,Möbeltransporte",Cuxhaven,info@uhe-umzuege.de,August Uhe Spedition GmbH & Co. KG,https://www.gelbeseiten.de/gsbiz/2e07c83c-6b07-486d-a2e4-249a732ac40c,27472 ,04721 7 16 50
,Beim Alten Hof 6,Speditionen,Neunkirchen-Innenstadt,info@de.hellmann.net,Hellmann Worldwide Logistics Germany GmbH & Co. KG,https://www.gelbeseiten.de/gsbiz/902d83a5-e176-4bc9-9e6e-dd7805fa0940,66538 ,06821 9 99 00
,August-Horch-Str. 22,Speditionen,Dieburg,info@tftl-gmbh.de,Time For Transport & Logistics GmbH,https://www.gelbeseiten.de/gsbiz/5817796e-8e24-4951-9ef8-e3345b152a45,64807 ,06071 5 05 20 30
,Nordendstr. 14,Speditionen,Mörfelden-Walldorf,info@cargo-marketing.de,Cargo Marketing Spedition GmbH,https://www.gelbeseiten.de/gsbiz/309c0982-2dd5-46c0-9c5a-f6e4addf1336,64546 ,06105 9 60 20
,Sondelfinger Str. 5,"Möbeltransporte,Speditionen,Umzüge",Reutlingen-Voller Brunnen,info@hasenauer.de,Hasenauer + Koch GmbH & Co.KG,https://www.gelbeseiten.de/gsbiz/057640fe-c5fa-48cf-8e9e-53c89a343329,72760 ,07121 33 33-0
,Werner-Siemens-Straße 85,"Betriebsumzüge,Büroumzüge,Klaviertransporte",Hamburg-Billbrook,alm@alm-moves.com,"ALM - Altländer, Möbelspedition GmbH",https://www.gelbeseiten.de/gsbiz/8e17c54e-0fea-427e-9b62-490ebf834246,22113 ,040 2 36 94 21
,Friesdorfer Str. 189-193,"Umzüge,Lagerraumvermietung,Lagerungen",Bonn,info@spedition-dueren.de,Math. Düren Transport GmbH & Co. KG - Umzugsunternehmen,https://www.gelbeseiten.de/gsbiz/7d79ae30-bad9-41a3-a7ba-bfbdae91504c,53175 ,0228 95 11 10
,Rennbahnstr. 2,"Speditionen,Kurierdienste",Wiesbaden-Erbenheim,tsn.trans@t-online.de,TSN Neubauer e. K.,https://www.gelbeseiten.de/gsbiz/c89c8422-c3ef-47d5-8d19-badf1f73e58f,65205 ,0611 46 65 20
