anmerkung,anschrift,branche,bundesland,email_adresse,firmenname,gelbe_seiten_link,plz,telefonnummer
,In der Breitwiese 1,"Erdbau,Abbrucharbeiten,Containerdienste",Östringen / Odenheim,info@gaa-industrieservice.de,GAA GmbH Industrieservice & Dienstleistungen,https://www.gelbeseiten.de/gsbiz/693a8a30-5cf9-4e61-8f8f-5402b1a89a72,76684 ,07259 5 38 35 05
,Wachtelberg 5,"Container,Containerdienste,Entsorgungsbetriebe",Kürnach,info@haaf-container.de,Containerdienst Haaf Transportgesellschaft mbH,https://www.gelbeseiten.de/gsbiz/34ec3bde-d902-4547-a8f7-97c4ac81accc,97273 ,09367 90 65-0
,Neue Ritterstr. 27,"Container,Alt- und Abfallstoffe,Containerdienste",Krefeld-Dießem/Lehmheide,kundenbetreuung@hendrichs-metall.de,Josef Hendrichs Metallhandels GmbH & Co. KG,https://www.gelbeseiten.de/gsbiz/c1ce4f66-713c-4d2c-8c23-5eac807060e2,47805 ,02151 8 21 06-0
,Bautzner Landstr. 155,"Containerdienste,Entrümpelungen,Entsorgungsbetriebe",Dresden-Bühlau/Weißer Hirsch,post@keller-entsorgung.de,Entsorgungsbetrieb Keller GbR,https://www.gelbeseiten.de/gsbiz/3ce03cb1-a5b5-4ba9-aa24-3a0b1e62d312,01324 ,0351 2 69 81 10
,Tirrillstr. 4,"Container,Baumaschinenvermietung,Containerdienste",Bergheim,info@wieland-gmbh.com,Wieland GmbH,https://www.gelbeseiten.de/gsbiz/435281f1-0c44-4541-9a45-8096b5832f06,50129 ,02271 5 18 34
,Delmenhorster Str. 1,"Container,Containerdienste",Köln,info@kolfenbach.de,Kolfenbach GmbH & Co. KG,https://www.gelbeseiten.de/gsbiz/e0899b0a-24a5-4298-9b1b-38bcc465f2d5,50735 ,0221 49 40 89
,Lillihof 10,Containerdienste,Frankfurt (Oder),info@fer-lillihof.de,FER GmbH Frankfurter Entsorgung Recycling,https://www.gelbeseiten.de/gsbiz/4fcd9251-60f8-4e8f-b2a1-773b1aa35513,15234 ,0335 66 59 25 80
,Dieselstr. 22,"Containerdienste,Container",Korschenbroich-Glehn,info@busch-gruppe.de,Christoph Busch GmbH,https://www.gelbeseiten.de/gsbiz/09bd2662-941b-4185-8efd-d4e8adb40251,41352 ,02182 5 70 59 30
,Olpener Str.  75,Containerdienste,Köln,kreuz.container@gmail.com,Containerdienst Kreuz,https://www.gelbeseiten.de/gsbiz/60e19d78-70fd-4a28-87a0-f4ff4a0e3354,51103 ,0221 83 00 91 32
,Breslauer Str. 392,"Sondermüllentsorgung,Container,Containerdienste",Nürnberg-Langwasser,kontakt@lissigebhardt.de,Gebhardt Lissi Spezialtransporte Umweltschutz GmbH,https://www.gelbeseiten.de/gsbiz/ba396ab2-efb4-4be7-9677-21dafff986ba,90471 ,0911 70 10 09-00
,Am Bahnhof 1,Containerdienste,Rüdersdorf bei Berlin,info@huegelland-gmbh.de,Hügelland GmbH,https://www.gelbeseiten.de/gsbiz/15ad60f5-fe13-4c36-8f5b-58c21d6da510,15562 ,033638 7 43 33
,Lise-Meitner-Str. 1,"Container,Containerdienste",Hünxe-Bucholtwelmen,info@blumenroth.org,Blumenroth GmbH,https://www.gelbeseiten.de/gsbiz/f4a92e5a-2766-4e4b-8dd7-839ddea8cf65,46569 ,0281 16 33 39-0
,Fabrikstr. 17,"Containerdienste,Entsorgungsbetriebe,Kanalreinigung",Radebeul,info@hasse-transport.de,Hasse Transport GmbH,https://www.gelbeseiten.de/gsbiz/ed764526-0a8f-4906-9eba-a158f0e7490c,01445 ,0351 8 88 86 80
,Gierlichsstr.  28,"Container,Containerdienste",Troisdorf,info@ks-containerdienst.de,Containerdienst KS,https://www.gelbeseiten.de/gsbiz/68c572ea-0225-433f-ad37-65013c405968,53840 ,02241 1 65 20
