anmerkung,anschrift,branche,bundesland,email_adresse,firmenname,gelbe_seiten_link,plz,telefonnummer
,Am Kieswerk 1-3,Sand und Kies,Schutterwald,info@uhl.de,Hermann Uhl e.K. Kies-Transportbeton-Betonerz.,https://www.gelbeseiten.de/gsbiz/bb323397-ee40-4fee-896b-c74715855059,77746 ,0781 50 80
,Chemnitzer Str. 156,"Sand und Kies,Straßenbau,Tiefbau",Berlin-Kaulsdorf,info@stratief-berlin.de,STRATIEF Straßen- und Tiefbau GmbH,https://www.gelbeseiten.de/gsbiz/5e686b5e-c812-44c0-8460-147cd740b0f3,12621 ,030 56 56 66-0
,Hopfgarten 1,"Pflasterbau,Baggerarbeiten,Erdbau",Amerang-Hopfgarten,info@kerstens.de,Kerstens Bau GmbH,https://www.gelbeseiten.de/gsbiz/851aea28-ee99-4591-8dc0-28d5e292be8a,83123 ,08075 2 53
,Sonnenstr. 7,"Erdbau,Beton,Sand und Kies",Triefenstein-Trennfeld,mail@schaefer-beton.de,Schäfer Georg,https://www.gelbeseiten.de/gsbiz/c89b9e82-534c-4f7b-b677-f54d78fe3832,97855 ,09395 97 09-0
,Mühlstr. 52,Sand und Kies,Walheim,info@pfander-walheim.de,Gottlob Pfander & Söhne GmbH & Co.KG,https://www.gelbeseiten.de/gsbiz/c902445a-f277-41b5-ae67-33d34e1056b9,74399 ,07143 80 45-0
,Langgewann 60,"Abbrucharbeiten,Bauschuttrecycling,Container",Worms-Innenstadt,mail@buettelgmbh.de,Büttel GmbH,https://www.gelbeseiten.de/gsbiz/fea8e021-f0ab-4a41-abf1-43866da0ccff,67547 ,06241 94 66 00
,Zum Klinkerwerk,Sand und Kies,Calau-Laasow,wilfried-reiche@t-online.de,Sand & Kieshandel Buchwäldchen,https://www.gelbeseiten.de/gsbiz/b3d05723-6a46-4523-a628-a0a4583105f2,03205 ,035436 41 45
,Hees 12,Sand und Kies,Weeze,info@siemessandundkies.de,Siemes Sand- und Kiesbaggerei GmbH & Co. KG,https://www.gelbeseiten.de/gsbiz/76d37f94-486a-4f8d-a7d7-af02c280fc83,47652 ,02837 10 00
,Albertshofer Chaussee,Beton,Bernau bei Berlin,bernau@pro-beton.de,PRO-BETON Produkte aus Beton GmbH & Co. KG Brandenburg,https://www.gelbeseiten.de/gsbiz/8ecc9f6b-b76f-450f-8cb6-31237de664ed,16321 ,03338 7 08 83 23
,Äußere Abenberger Str. 131/133,"Abbrucharbeiten,Entsorgungsbetriebe,Erdbau",Roth-Rothaurach,info@reithelshoefer.de,Reithelshöfer GmbH,https://www.gelbeseiten.de/gsbiz/ad5f9f33-13cf-49de-acdd-1c1990bd204b,91154 ,09171 8 45-0
,Mintrachinger Str. 5,"Bauunternehmen,Asphalt,Beton",Mintraching-Mangolding,info@guggenberger-bau.de,Guggenberger GmbH,https://www.gelbeseiten.de/gsbiz/b596f7cc-66e9-4082-84a8-fed386da4081,93098 ,09406 28-0
,Albachinger Str. 20,"Sand und Kies,Baggerarbeiten,Beton",Edling,dispo@adler-edling.de,Adler Gebr. GmbH  Co. KG,https://www.gelbeseiten.de/gsbiz/18f65815-f95c-4345-9460-05693cec11cc,83533 ,08071 92 32-0
